Code,StationName,Staffed,StationType,Address1,Address2,City,State,Zip,Country,Division,TimeZone,Latitude/Longitude,Elevation,Population
MCI,"Michigan City, Indiana",N,Platform only (no shelter),100 Washington Street,,Michigan City,IN,46360-3246,United States,Central,C,"41.721103,-86.905385",599,70000
MCK,"McCook, Nebraska",N,Station Building (with waiting room),101 Norris Avenue,,McCook,NE,69001-3779,United States,Central,C,"40.197634,-100.625792",2512,8400
MCY,"Monocacy (Frederick), Maryland",,Pseudo Station,7800 Genstar Drive,MARC Station,Frederick,MD,21704,United States,MARC,E,"null,null",,
MDN,"Meriden, Connecticut",Y,Station Building (with waiting room),60 State Street,,Meriden,CT,06450,United States,Northeast,E,"41.539385,-72.800678",143,57000
MDP,"Midpines, California",N,Curbside Bus Stop only (no shelter),6979 Highway 140,Yosemite Bug Youth Hostel,Midpines,CA,95345,United States,Pacific,P,"37.544143,-119.920202",2577,
MDR,"Madera, California",N,Platform only (no shelter),18770 Road 26,,Madera,CA,93638,United States,Pacific,P,"37.022471,-120.074980",289,54959
MDS,"Madison, Connecticut",,Pseudo Station,79 Bradley Road,,Madison,CT,06443,,Shore Line East,E,"null,null",,
MDT,"Mendota, Illinois",N,Station Building (with waiting room),783 Main Street,,Mendota,IL,61342,United States,Central,C,"41.549584,-89.117920",742,7072
MEE,"Monroe (Eastbound), Washington",N,Curbside Bus Stop only (no shelter),19746 US Highway 2,Grocery Outlet/Community Transit Stop,Monroe,WA,98272,United States,Pacific Northwest,P,"47.858216,-121.966252",79,4278
MEI,"Meridian, Mississippi",Y,Station Building (with waiting room),1901 Front Street,,Meridian,MS,39301,United States,Southern,C,"32.364166,-88.696568",336,38200
MEM,"Memphis, Tennessee",Y,Station Building (with waiting room),Central Station,545 South Main Street,Memphis,TN,38103,United States,Central,C,"35.132458,-90.059109",258,670900
MET,"Metropark (Iselin), New Jersey",Y,Station Building (with waiting room),100 Middlesex-Essex Turnpike,,Iselin,NJ,08830-2707,United States,Northeast,E,"40.568056,-74.329583",59,22548
MEW,"Monroe (Westbound), Washington",N,Curbside Bus Stop only (no shelter),19721 US Highway 2,Shell Station/Red Barn Store/Community Transit,Monroe,WA,98272,United States,Pacific Northwest,P,"47.858463,-121.966193",81,4278
MFR,"Medford, Oregon",N,Station Building (with waiting room),200 S. Front Street,Rogue Valley Transit Center,Medford,OR,97501,United States,Pacific,P,"42.324198,-122.871538",1379,17000
MGP,"Mangonia Park, Florida",N,Platform with Shelter,1415 45th Street,Tri-Rail Station,West Palm Beach,FL,33407,United States,Southern,E,"26.758303,-80.076508",17,
MHC,"Morgan Hill, California",N,Platform with Shelter,17300 Depot Street,Caltrain Station,Morgan Hill,CA,95037-3617,United States,Pacific,P,"37.130085,-121.650004",353,
MHL,"Marshall, Texas",Y,Station Building (with waiting room),800 North Washington Street,Suite 2,Marshall,TX,75670-5330,United States,Southwest,C,"32.551549,-94.366995",370,23965
MHT,"Manchester, New Hampshire",N,Curbside Bus Stop only (no shelter),119 Canal Street,Manchester Transportation Center,Manchester,NH,03101-2333,United States,Northeast,E,"42.986893,-71.466051",175,
MIA,"Miami, Florida",Y,Station Building (with waiting room),8303 NW 37th Avenue,,Miami,FL,33147,United States,Southern,E,"25.849554,-80.257759",4,404500
MID,"Middletown, Pennsylvania",N,Platform with Shelter,Union Street and Mill Street,,Middletown,PA,17057,United States,Mid-Atlantic,E,"40.192569,-76.730943",303,8858
MIN,"Mineola, Texas",N,Platform with Shelter,115 East Front Street,,Mineola,TX,75773-2453,United States,Southwest,C,"32.662049,-95.489100",411,5091
MJY,"Mount Joy, Pennsylvania",N,Platform with Shelter,East Henry Street and North Market Street,,Mount Joy,PA,17552,United States,Mid-Atlantic,E,"40.108960,-76.502641",366,7056
MKA,"Milwaukee (General Mitchell Intl Airport), Wisconsin",N,Station Building (with waiting room),5601 South 6th Street,(South 6th Street & Airport Spur Freeway),Milwaukee,WI,53221,United States,Central,C,"42.940583,-87.924359",729,573358
MKE,"Milwaukee (Intermodal Station), Wisconsin",Y,Station Building (with waiting room),433 West St. Paul Avenue,,Milwaukee,WI,53203,United States,Central,C,"43.034518,-87.917104",587,604477
MKV,"McKinleyville, California",N,Curbside Bus Stop only (no shelter),3561 Boeing Avenue,Arcata Airport Terminal,McKinleyville,CA,95519-9358,United States,Pacific,P,"40.970641,-124.106537",205,
MLI,"Moline, Illinois",N,Station Building (with waiting room),1200 River Drive,Centre Station,Moline,IL,61265-1302,United States,Central,C,"41.506758,-90.521104",571,
MLK,"Moses Lake, Washington",N,Curbside Bus Stop only (no shelter),1810 East Kittleson Road,Ernie's Truck Stop - Chevron Station,Moses Lake,WA,98837,United States,Pacific Northwest,P,"47.101976,-119.245360",1196,11235
MLN,"Mancelona, Michigan",N,Curbside Bus Stop only (no shelter),8497 US Highway 131 North,McDonald's Restaurant,Mancelona,MI,49659-7804,United States,Central,E,"44.912833,-85.050309",1122,1370
MMK,"Mammoth Lakes, California",N,Curbside Bus Stop only (no shelter),1 Minaret Road,Mammoth Mountain Inn,Mammoth Lakes,CA,93546,United States,Pacific,P,"37.651389,-119.038900",8911,
MNG,"Montgomery, West Virginia",N,Platform with Shelter,Third Avenue and Washington Street,,Montgomery,WV,25136,United States,Mid-Atlantic,E,"38.180743,-81.324030",639,2046
MNI,"Manning, Oregon",N,Curbside Bus Stop only (no shelter),47000 Highway 26,East of Dairy Queen,Manning,OR,97106,United States,Pacific Northwest,P,"45.666772,-123.167068",251,
MNM,"Menomonie, Wisconsin",N,Curbside Bus Stop only (no shelter),302 10th Avenue East,UW-Stout Memorial Student Center,Menomonie,WI,54751,United States,Central,C,"44.873665,-91.926059",856,
MOC,"Moscow, Idaho",N,Curbside Bus Stop only (no shelter),120 West 6th St.,Royal Motor Inn,Moscow,ID,83843-2318,United States,Pacific Northwest,P,"46.730120,-117.002249",2559,17200
MOD,"Modesto, California",Y,Station Building (with waiting room),1700 Held Drive,,Modesto,CA,95355-8301,United States,Pacific,P,"37.668951,-120.912913",117,97284
MOJ,"Mojave, California",N,Curbside Bus Stop only (no shelter),15900 Sierra Highway,Carl's Jr. Restaurant,Mojave,CA,93501-1516,United States,Pacific,P,"35.052490,-118.173181",2762,
MOT,"Minot, North Dakota",Y,Station Building (with waiting room),400 1st Avenue S.W.,,Minot,ND,58701,United States,Central,C,"48.236083,-101.298557",1560,35419
MOV,"Moreno Valley, California",N,Curbside Bus Stop only (no shelter),2650 East Alessandro Blvd.,RTA Bus Stop at Curb,Riverside,CA,92508-2306,United States,Southwest,P,"33.916959,-117.284319",1536,
MPK,"Moorpark, California",N,Platform only (no shelter),300 High Street,Amtrak / Metrolink Station,Moorpark,CA,93021,United States,Southwest,P,"34.284760,-118.878059",523,60000
MPR,"Montpelier, Vermont",N,Platform only (no shelter),Junction Road and Short Road,,Montpelier,VT,05602,United States,Northeast,E,"44.255749,-72.606394",526,7954
MQT,"Marquette, Michigan",N,Station Building (with waiting room),1325 Commerce Drive,Marquette Transit Authority,Marquette,MI,49855,United States,Central,E,"46.556786,-87.451166",873,
MRB,"Martinsburg, West Virginia",N,Station Building (with waiting room),229 East Martin Street,Caperton Station,Martinsburg,WV,25401,United States,Mid-Atlantic,E,"39.458661,-77.961014",437,14000
MRC,"Maricopa, Arizona",Y,Station Building (with waiting room),19427 North John Wayne Parkway,P.O. Box 897,Maricopa,AZ,85139,United States,Southwest,M,"33.056284,-112.047137",1175,20000
MRM,"Mariposa (Midtown), California",N,Curbside Bus Stop only (no shelter),Highway 140 and 7th Street,YARTS Bus Stop,Mariposa,CA,95338,United States,Pacific,P,"37.485747,-119.966205",1956,
MRP,"Mariposa (Park and Ride), California",N,Curbside Bus Stop only (no shelter),4974 Joe Howard Street,Mariposa Park and Ride,Mariposa,CA,95338,United States,Pacific,P,"37.491268,-119.974222",2014,
MRV,"Marysville, California",N,Station Building (with waiting room),I Street between 8th and 9th,Yuba-Sutter Transit Stop,Marysville,CA,95901-5211,United States,Pacific,P,"39.143721,-121.597259",62,11400
MRY,"Monterey (Transit Plaza), California",N,Curbside Bus Stop only (no shelter),500 Tyler St.  ,Corner of East Pearl St. and Tyler St.,Monterey,CA,93940,United States,Pacific,P,"36.597495,-121.894198",21,
MSA,"Martin State Airport, Maryland",,Pseudo Station,2710 Eastern Boulevard,MARC Station,Middle River,MD,21220,United States,MARC,E,"null,null",,
MSC,Miscellaneous,,Pseudo Station,,,,,,,,,"null,null",,
MSD,"Madison (Deforest), Wisconsin",N,Curbside Bus Stop only (no shelter),6162 Highway 51,Truckers Inn Truck Stop,Deforest,WI,53532,United States,Central,C,"43.184486,-89.323362",868,
MSI,"Mosinee, Wisconsin",N,Curbside Bus Stop only (no shelter),2400 CWA Drive,Central  Wisconsin Airport,Mosinee,WI,54455,United States,Central,C,"44.784233,-89.672975",1288,
MSN,"Madison (University of Wisconsin), Wisconsin",N,Curbside Bus Stop only (no shelter),800 Langdon Street,Univ of Wisconsin Memorial Union,Madison,WI,53706-1419,United States,Central,C,"43.075929,-89.399274",860,
MSP,"St. Paul-Minneapolis, Minnesota",Y,Station Building (with waiting room),Midway Station,730 Transfer Road,St. Paul,MN,55114-1498,United States,Central,C,"44.962906,-93.184942",902,662195
MSS,"Manassas, Virginia",N,Station Building (with waiting room),9431 West Street,,Manassas,VA,20110,United States,Mid-Atlantic,E,"38.750084,-77.472577",309,36638
MTC,"Manitowoc, Wisconsin",N,Curbside Bus Stop only (no shelter),1701 South 41st Street,Shell Station,Manitowoc,WI,54220,United States,Central,C,"44.078388,-87.698759",676,
MTG,"Metropolitan Grove, Maryland",,Pseudo Station,2 Metropolitan Court,MARC Station - behind MVA office,Gaithersburg,MD,20878,United States,MARC,E,"null,null",,
MTO,"Manton, Michigan",N,Curbside Bus Stop only (no shelter),102 South Michigan Avenue,Manton Shell Station,Manton,MI,49663,United States,Central,E,"44.410563,-85.398401",1119,
MTP,"Mt. Pleasant, Iowa",Y,Station Building (with waiting room),418 North Adams Street,,Mt. Pleasant,IA,52641,United States,Central,C,"40.971179,-91.550772",724,7007
MTR,"Montreal (Gare Centrale), Quebec",Y,Station Building (with waiting room),895 rue de la Gauchetiere ouest,Gare Centrale,Montreal,QC,H3B 4G1,Canada,VIA Rail Canada Inc.,E,"45.500169,-73.565767",83,2500000
MTZ,"Martinez, California",Y,Station Building (with waiting room),601 Marina Vista Avenue,,Martinez,CA,94553-1132,United States,Pacific,P,"38.018921,-122.138784",13,31808
MUK,"Muirkirk, Maryland",,Pseudo Station,7012-B Muirkirk Road,MARC Station,Beltsville,MD,20705,United States,MARC,E,"null,null",,
MVN,"Malvern, Arkansas",N,Platform with Shelter,200 East First Street,,Malvern,AR,72104-3922,United States,Central,C,"34.365484,-92.814018",274,9046
MVW,"Mount Vernon, Washington",N,Station Building (with waiting room),105 East Kincaid Street,Skagit Transportation Center,Mount Vernon,WA,98273-4327,United States,Pacific Northwest,P,"48.418470,-122.334738",34,22800
MWI,"Marinette, Wisconsin",N,Curbside Bus Stop only (no shelter),W1390 Old Peshtigo Road,Shell Station/Taco Bell,Marinette,WI,54143,United States,Central,C,"45.079497,-87.664782",616,
MYA,"Monterey (Aquarium), California",N,Curbside Bus Stop only (no shelter),886 Cannery Row,Monterey Bay Aquarium ,Monterey,CA,93940,United States,Pacific,P,"36.617680,-121.901640",23,
MYH,"Monterey (Hyatt Regency), California",N,Curbside Bus Stop only (no shelter),1 Old Golf Course Road,Hyatt Regency Hotel,Monterey,CA,93940,United States,Pacific,P,"36.593107,-121.875798",58,
MYM,"Monterey (Marriott), California",N,Curbside Bus Stop only (no shelter),350 Calle Principal,Marriott Hotel,Monterey,CA,93940,United States,Pacific,P,"36.600361,-121.894992",30,
MYS,"Mystic, Connecticut",N,Platform with Shelter,2 Roosevelt Avenue,U.S.Route 1,Mystic,CT,06355,United States,Northeast,E,"41.350934,-71.963093",8,22000
MYT,"Monterey (Travelodge), California",N,Curbside Bus Stop only (no shelter),675 Munras Street,Casa Munras Garden Hotel,Monterey,CA,93940,United States,Pacific,P,"36.595379,-121.892522",38,
NAM,"Nampa, Idaho",N,Station Building (with waiting room),"3116 Garrity Blvd, Suite 7","Mail, Express & Maps Store",Nampa,ID,83651,United States,Pacific Northwest,M,"43.587422,-116.532790",2535,28000
NAP,"Napa (VINE Transit Center), California",N,Curbside Bus Stop only (no shelter),1151 Pearl St.,,Napa,CA,94559-2528,United States,Pacific,P,"38.300086,-122.287359",23,
NBK,"New Brunswick, New Jersey",Y,Station Building (with waiting room),French and Albany Streets,New Jersey Transit Station,New Brunswick,NJ,08901,United States,Northeast,E,"40.496522,-74.446265",46,42450
NBN,"Newbern-Dyersburg, Tennessee",N,Platform with Shelter,108 Jefferson St,,Newbern,TN,38059,United States,Central,C,"36.112711,-89.262264",376,21000
NBT,"Newburyport, Massachusetts",N,Station Building (with waiting room),90 Storey Avenue,,Newburyport,MA,01950-3580,United States,Northeast,E,"42.819073,-70.913722",80,
NBU,"New Buffalo, Michigan",N,Platform with Shelter,226 North Whittaker Street,,New Buffalo,MI,49117-1161,United States,Central,E,"41.796656,-86.745782",606,
NCG,"Nacogdoches, Texas",N,Curbside Bus Stop only (no shelter),9855 US Highway 259 North,Exxon Gas Station,Nacogdoches,TX,75965-0818,United States,Southwest,C,"31.700274,-94.675886",539,52900
NCM,"Necanicum Junction, Oregon",N,Curbside Bus Stop only (no shelter),Highway 26 and Highway 53,Bus stop is 100 ft east of junction,Necanicum Junction,OR,97301,United States,Pacific Northwest,P,"45.902226,-123.759275",418,
NCR,"New Carrollton, Maryland",Y,Station Building (with waiting room),4300 Garden City Drive,,New Carrollton,MD,20784,United States,Mid-Atlantic,E,"38.948098,-76.871494",99,12651
NDL,"Needles, California",N,Platform only (no shelter),900 Front Street,,Needles,CA,92363,United States,Southwest,P,"34.839964,-114.604635",487,20000
NEW,"Newton, Kansas",Y,Station Building (with waiting room),414 North Main Street,,Newton,KS,67114,United States,Central,C,"38.046976,-97.344886",1446,19132
NFK,"Norfolk, Virginia",N,Curbside Bus Stop only (no shelter),East Virginia Beach Blvd and Monticello Ave,Bus Shelter at Cedar Grove Parking Lot,Norfolk,VA,23510,United States,Mid-Atlantic,E,"36.858730,-76.286717",6,500000
NFL,"Niagara Falls, New York, United States",Y,Station Building (with waiting room),2701 Willard Avenue,27th Street and Lockport Road,Niagara Falls,NY,14305,United States,Northeast,E,"43.113548,-79.031865",600,64500
NFS,"Niagara Falls, Ontario, Canada",Y,Station Building (with waiting room),4267 Bridge Street,,Niagara Falls,ON,L2E 2R6,Canada,VIA Rail Canada Inc.,E,"43.108736,-79.063291",574,75000
NHL,"Santa Clarita-Newhall, California",N,Platform with Shelter,24300 Railroad Avenue,Metrolink Station,Santa Clarita,CA,91321-0000,United States,Southwest,P,"34.379451,-118.527338",1270,24400
NHN,"New Hampton, New Hampshire",N,Curbside Bus Stop only (no shelter),325 Route 104,Munce's Konvenience Store/CITGO,New Hampton,NH,03256-4219,United States,Northeast,E,"43.617415,-71.636254",525,
NHV,"New Haven, Connecticut",Y,Station Building (with waiting room),50 Union Avenue,Union Station,New Haven,CT,06519-1754,United States,Northeast,E,"41.297714,-72.926670",22,143860
NIB,"New Iberia, Louisiana",N,Platform only (no shelter),402 West Washington Street,At Railroad Tracks - Downtown,New Iberia,LA,70560,United States,Southern,C,"30.008415,-91.823809",19,32981
NLC,"New London, Connecticut",Y,Station Building (with waiting room),27 Water Street,,New London,CT,06320,United States,Northeast,E,"41.354267,-72.093225",6,105892
NLS,"Niles, Michigan",Y,Station Building (with waiting room),598 Dey Street,,Niles,MI,49120-1745,United States,Central,E,"41.837412,-86.252372",690,12990
NNI,"Nanaimo, British Columbia",N,Station Building (with waiting room),1 North Terminal Avenue,Greyhound Canada Bus Depot,Nanaimo,BC,V9R 5R4,Canada,Pacific,P,"49.170781,-123.943117",72,
NOL,"New Orleans, Louisiana",Y,Station Building (with waiting room),1001 Loyola Avenue,New Orleans Union Passenger Terminal,New Orleans,LA,70113,United States,Southern,C,"29.946085,-90.078291",4,343829
NOR,"Norman, Oklahoma",N,Station Building (with waiting room),200 South Jones Avenue,,Norman,OK,73069-6023,United States,Central,C,"35.219963,-97.443013",1170,106957
NPN,"Newport News, Virginia",Y,Station Building (with waiting room),9304 Warwick Boulevard,,Newport News,VA,23601-4535,United States,Mid-Atlantic,E,"37.022731,-76.451970",28,170045
NPO,"Newport, Oregon",N,Station Building (with waiting room),956 SW 10th Street,Valley Retriever Station,Newport,OR,97365,United States,Pacific Northwest,P,"44.627396,-124.060478",112,
NPV,"Naperville, Illinois",Y,Station Building (with waiting room),105 E. Fourth Ave.,Corner of 4th Avenue & Ellsworth Street,Naperville,IL,60540,United States,Central,C,"41.779514,-88.145497",714,110100
NPW,"Napa (Wine Train Station), California",N,Curbside Bus Stop only (no shelter),1275 McKinstry Street,,Napa,CA,94559-1925,United States,Pacific,P,"38.302059,-122.283725",18,
NRK,"Newark, Delaware",N,Platform with Shelter,429 South College Ave.,,Newark,DE,19711-5105,United States,Mid-Atlantic,E,"39.669686,-75.753513",111,70000
NRO,"New Rochelle, New York",N,Station Building (with waiting room),1 Railroad Plaza,Metro-North Station,New Rochelle,NY,10801-6353,United States,Northeast,E,"40.911451,-73.784329",75,72852
NSF,"North Carolina State Fair, North Carolina",N,Platform only (no shelter),1025 Blue Ridge Boulevard,at the railroad crossing,North Carolina State Fair,NC,27607-3902,United States,Southern,E,"35.794203,-78.706292",483,
NSH,"Nashua, New Hampshire",N,Curbside Bus Stop only (no shelter),8 North Southwood Drive,Transportation Center,Nashua,NH,03064,United States,Northeast ,E,"42.790718,-71.503866",198,
NWK,"Newark (Penn Station), New Jersey",Y,Station Building (with waiting room),1 Raymond Plaza West,Market Street,Newark,NJ,07102-5405,United States,Northeast,E,"40.734706,-74.164750",18,382417
NYF,"New York State Fair, New York",N,Platform with Shelter,581 State Fair Blvd.,Gate 11,Syracuse,NY,13209-1551,United States,Northeast,E,"43.071924,-76.229473",379,
NYP,"New York (Penn Station), New York",Y,Station Building (with waiting room),234 W. 31st Street-Pennsylvania Station,8th Avenue and W. 31st/33rd Streets,New York,NY,10001,United States,Northeast,E,"40.750327,-73.994459",33,8000000
OAC,"Oakland (Coliseum/Airport), California",N,Platform with Shelter,700 73rd Avenue,Across San Leandro Blvd. from BART station,Oakland,CA,94621-3316,United States,Pacific,P,"37.752499,-122.198147",9,
OCA,"Ocala, Florida",N,Station Building (with waiting room),531 Northeast First Avenue,Central Transfer Station,Ocala,FL,34470-6647,United States,Southern,E,"29.192235,-82.135282",69,
OCM,"Ocean City, Maryland",N,Station Building (with waiting room),12848 Ocean Gateway,West Ocean City Park and Ride,Ocean City,MD,21842,United States,Mid-Atlantic,E,"38.334867,-75.102911",7,
OCO,"Oconto, Wisconsin",N,Curbside Bus Stop only (no shelter),517 Smith Avenue,Shell Station,Oconto,WI,54153,United States,Central,C,"44.879381,-87.887149",595,
OCP,"Ocean Pines, Maryland",N,Curbside Bus Stop only (no shelter),11011 Manklin Creek Road,Rite Aid Pharmacy,Berlin,MD,21811-4010,United States,Mid-Atlantic,E,"38.376210,-75.164144",13,
OGD,"Ogden, Utah",N,Station Building (with waiting room),2393 Wall Avenue,Greyhound Bus Station,Ogden,UT,84401,United States,Pacific,M,"41.223128,-111.979027",4298,
OGE,"Orange, California",N,Platform with Shelter,194 North Atchison Street,Metrolink Station,Orange,CA,92866,United States,Southwest,P,"33.788704,-117.857356",180,
OGW,"Okanagan,  Washington",N,Curbside Bus Stop only (no shelter),424 Second Avenue South,In front of Okanogan Co Comm Action Council,Okanogan,WA,98840,United States,Pacific,P,"48.362300,-119.582904",843,
OKC,"Oklahoma City, Oklahoma",N,Station Building (with waiting room),100 South E.K. Gaylord Boulevard,,Oklahoma City,OK,73102,United States,Southwest,C,"35.465490,-97.512749",1207,551789
OKE,"Okeechobee, Florida",N,Platform with Shelter,801 North Parrott Avenue,,Okeechobee,FL,34972-2130,United States,Southern,E,"27.251867,-80.830812",29,6000
OKJ,"Oakland (Jack London Square), California",Y,Station Building (with waiting room),245 Second Street,,Oakland,CA,94607,United States,Pacific,P,"37.793866,-122.271667",13,400000
OKL,"Oakville, Ontario",Y,Station Building (with waiting room),200 Cross Avenue,,Oakville,ON,L6J 2W6,Canada,VIA Rail Canada Inc.,E,"43.455394,-79.682392",328,90000
OLT,"San Diego (Old Town), California",N,Platform only (no shelter),4005 Taylor Street,,San Diego,CA,92110,United States,Southwest,P,"32.755266,-117.200073",15,875500
OLW,"Olympia-Lacey, Washington",N,Station Building (with waiting room),6600 Yelm Highway SE,,Lacey,WA,98513-6481,United States,Pacific Northwest,P,"46.991273,-122.794059",193,41000
OMA,"Omaha, Nebraska",Y,Station Building (with waiting room),1003 South 9th Street,,Omaha,NE,68108,United States,Central,C,"41.249828,-95.928650",1044,345000
OMW,"Omak, Washington",N,Curbside Bus Stop only (no shelter),800 East Riverside Drive,Shell Station/Food Mart,Omak,WA,98841-9580,United States,Pacific,P,"48.416500,-119.510649",955,
ONA,"Ontario, California",N,Platform only (no shelter),198 East Emporia Street,Amtrak Passenger Platform,Ontario,CA,91764,United States,Southwest,P,"34.061672,-117.649569",991,145000
ONT,"Ontario, Oregon",N,Station Building (with waiting room),191 SE 3rd St.,Greyhound Station,Ontario,OR,97914-2830,United States,Pacific Northwest,M,"44.024151,-116.958099",2151,9000
ORB,"Old Orchard Beach, Maine (Seasonal)",N,Platform only (no shelter),11 First Street,Chamber of Commerce,Old Orchard Beach,ME,04064,United States,Northeast,E,"43.514326,-70.376225",14,8856
ORC,"Oregon City, Oregon",N,Platform only (no shelter),1757 Washington Street,,Oregon City,OR,97045,United States,Pacific Northwest,P,"45.366146,-122.595925",34,30667
ORL,"Orlando, Florida",Y,Station Building (with waiting room),1400 Sligh Blvd.,,Orlando,FL,32806-3905,United States,Southern,E,"28.525926,-81.381516",107,220500
ORO,"Orono-University of Maine, Maine",N,Curbside Bus Stop only (no shelter),Campus bus stop at Memorial Gymnasium,near Black Bear Mascot statue,Orono,ME,04473,United States,Northeast,E,"44.903065,-68.669945",113,
ORV,"Oroville, California",N,Curbside Bus Stop only (no shelter),Hwy 70 and Grand Avenue,Park and Ride,Oroville,CA,95965,United States,Pacific,P,"39.520057,-121.572102",244,10200
OSB,"Old Saybrook, Connecticut",Y,Station Building (with waiting room),455 Boston Post Road,Saybrook Junction Market Place,Old Saybrook,CT,06475-1516,United States,Northeast,E,"41.300390,-72.376818",30,36475
OSC,"Osceola, Iowa",N,Station Building (with waiting room),Main & East Clay Streets,,Osceola,IA,50213,United States,Central,C,"41.037116,-93.764894",1136,4500
OSD,"Oceanside, California",Y,Station Building (with waiting room),235 South Tremont Street,Oceanside Transit Center,Oceanside,CA,92054,United States,Southwest,P,"33.192515,-117.379430",50,90000
OSH,"Oshkosh (Airport), Wisconsin",N,Curbside Bus Stop only (no shelter),525 West 20th Avenue,Wittman Regional Airport Terminal,Oshkosh,WI,54902-6871,United States,Central,C,"43.994303,-88.551236",773,
OSU,"Oshkosh (University of Wisconsin), Wisconsin",N,Curbside Bus Stop only (no shelter),208 Osceola Street,Univ of Wisconsin Gruenhagen Conference Ctr,Oshkosh,WI,54901,United States,Central,C,"44.022747,-88.548899",754,
OTM,"Ottumwa, Iowa",Y,Station Building (with waiting room),210 West Main Street,,Ottumwa,IA,52501,United States,Central,C,"41.018815,-92.414929",648,35000
OTN,"Odenton, Maryland",,Pseudo Station,1400 Odenton Road,MARC Station,Odenton,MD,21113,United States,MARC,E,"null,null",,
OWO,"Owosso, Michigan",N,Station Building (with waiting room),109 Comstock Street,Indian Trails Bus Station,Owosso,MI,48867,United States,Central,E,"42.996636,-84.170085",732,
OXN,"Oxnard, California",Y,Station Building (with waiting room),201 East Fourth Street,Oxnard Transportation Center,Oxnard,CA,93030,United States,Southwest,P,"34.199241,-119.175978",55,126000
PAK,"Palatka, Florida",N,Platform only (no shelter),220 North 11th Street,,Palatka,FL,32177-3615,United States,Southern,E,"29.649734,-81.640471",20,
PAO,"Paoli, Pennsylvania",Y,Station Building (with waiting room),13 Lancaster Avenue,East Lancaster Pike & North Valley Road,Paoli,PA,19301,United States,Mid-Atlantic,E,"40.042754,-75.483760",549,7000
PAR,"Parkesburg, Pennsylvania",N,Platform with Shelter,West First and South Culvert Streets,,Parkesburg,PA,19365,United States,Mid-Atlantic,E,"39.959180,-75.922123",541,3445
PAS,"Pasadena, California",N,Curbside Bus Stop only (no shelter),150 South Los Robles Ave.,Pasadena Hilton Hotel,Pasadena,CA,91101-2441,United States,Southwest,P,"34.142577,-118.141273",835,165000
PBF,"Poplar Bluff, Missouri",N,Station Building (with waiting room),400 South Main Street,,Poplar Bluff,MO,63901-5855,United States,Central,C,"36.753995,-90.393341",357,17059
PBT,"Pemberton, British Columbia",N,Station Building (with waiting room),7424 Frontier Street,Greyhound Canada Bus Stop,Pemberton,BC,V0N 2L0,Canada,Pacific,P,"50.321377,-122.806342",712,
PCH,"Port Charlotte, Florida",N,Curbside Bus Stop only (no shelter),909 Kings Highway,Mobil Station/7-Eleven Store,Port Charlotte,FL,33980-4248,United States,Southern,E,"27.016757,-82.052514",25,
PCT,"Princeton, Illinois",N,Station Building (with waiting room),107 Bicentennial Drive,,Princeton,IL,61356,United States,Central,C,"41.385191,-89.466815",693,7555
PCV,"Placerville, California",N,Curbside Bus Stop only (no shelter),Mosquito Road and Clay Street,Placerville Station Transit Center,Placerville,CA,95667,United States,Pacific,P,"38.733020,-120.789419",1912,6739
PDC,"Palm Desert, California",N,Curbside Bus Stop only (no shelter),44449 Towne Center Way ,Sunline Transit Stop (in front of Best Buy),Palm Desert,CA,92260,United States,Southwest,P,"33.725715,-116.398519",207,51878
PDG,"Portland (Greyhound Station), Oregon",N,Station Building (with waiting room),550 NW 6th Avenue,,Portland,OR,97209,United States,Pacific,P,"45.527361,-122.676475",34,529121
PDL,"Prunedale, California",N,Curbside Bus Stop only (no shelter),Highway 156 and Hwy 101,Caltrans Park-and-Ride Lot,Prunedale,CA,93907,United States,Pacific,P,"36.789342,-121.670938",96,
PDX,"Portland (Amtrak - Union Station), Oregon",Y,Station Building (with waiting room),800 NW Sixth Avenue,Union Station,Portland,OR,97209-3789,United States,Pacific Northwest,P,"45.528724,-122.676806",34,529121
PEN,"Pendleton, Oregon",N,Station Building (with waiting room),801 SE Court Avenue,Double J Drive Thru/Greyhound Station,Pendleton,OR,97801,United States,Pacific Northwest,P,"45.674323,-118.779502",1080,
PFS,"Post Falls, Idaho",N,Curbside Bus Stop only (no shelter),201 East Fourth Avenue,Chamber of Commerce,Post Falls,ID,88354,United States,Pacific Northwest,P,"47.711250,-116.946426",2165,
PGH,"Pittsburgh, Pennsylvania",Y,Station Building (with waiting room),1100 Liberty Avenue,,Pittsburgh,PA,15222,United States,Mid-Atlantic,E,"40.443880,-79.992733",744,1000000
PHA,"Phoenix (Airport), Arizona",N,Station Building (with waiting room),3400 East Sky Harbor Boulevard,"City-to-City Transport Desk, Terminals 2, 3 or 4",Phoenix,AZ,85034,United States,Southwest,M,"33.436390,-112.013047",1120,1500000
PHG,"Phoenix (Greyhound), Arizona",N,Station Building (with waiting room),2115 East Buckeye Road,,Phoenix,AZ,85034,United States,Southwest,M,"33.436395,-112.035623",1100,1500000
PHL,"Philadelphia (30th St), Pennsylvania",Y,Station Building (with waiting room),2955 Market Street,30th Street Station,Philadelphia,PA,19104-2898,United States,Mid-Atlantic,E,"39.955615,-75.181041",16,1585577
PHN,"Philadelphia (North), Pennsylvania",N,Station Building (with waiting room),2900 North Broad Street,Broad St. and Glenwood Avenue,Philadelphia,PA,19132-2400,United States,Mid-Atlantic,E,"39.996780,-75.155114",114,
